"Sampling_date","Site","Replicate_number","Chlorophyll.A","Velocity","Sample.Type","Algae_Type","Concentration"
2026-05-29,"T3",16,5.56,1.76,"Top rock","Diatoms",2.04
2026-05-29,"T3",17,3.47,1.12,"Top rock","Diatoms",1.86
2026-05-29,"T3",18,0.68,1.74,"Top rock","Diatoms",0.16
2026-05-29,"T3",19,0.84,1.23,"Top rock","Diatoms",0
2026-05-29,"T3",20,5.36,0.71,"Top rock","Diatoms",3.73
2026-08-05,"C1.5",1,NA,2.15,"Top rock","Diatoms",2.5
2026-08-05,"C1.5",2,NA,1.52,"Top rock","Diatoms",1.02
2026-08-05,"C1.5",3,NA,1.37,"Top rock","Diatoms",0.28
2026-08-05,"C1.5",4,NA,1.68,"Top rock","Diatoms",1.7
2026-08-05,"C1.5",5,NA,1.84,"Top rock","Diatoms",3.97
2026-08-05,"C1.5",6,NA,1.15,"Top rock","Diatoms",5.36
2026-08-05,"C1.5",7,NA,1.64,"Top rock","Diatoms",0.37
2026-08-05,"C1.5",8,NA,1.12,"Top rock","Diatoms",1.57
2026-08-05,"C1.5",9,NA,1.53,"Top rock","Diatoms",0.26
2026-08-05,"C1.5",10,NA,0.64,"Top rock","Diatoms",2.1
2026-08-05,"C1.5",11,NA,0.82,"Top rock","Diatoms",3.27
2026-08-05,"C1.5",12,NA,0.23,"Top rock","Diatoms",1.25
2026-08-05,"C1.5",13,NA,2.16,"Top rock","Diatoms",0.14
2026-08-05,"C1.5",14,NA,1.63,"Top rock","Diatoms",0.97
2026-08-05,"C1.5",15,NA,2.06,"Top rock","Diatoms",0.07
2026-08-05,"C1.5",16,NA,0.32,"Top rock","Diatoms",1.73
2026-08-05,"C1.5",17,NA,0.52,"Top rock","Diatoms",0.34
2026-08-05,"C1.5",18,NA,2.38,"Top rock","Diatoms",0.25
2026-08-05,"C1.5",19,NA,1.73,"Top rock","Diatoms",0.22
2026-08-05,"C1.5",20,NA,0.89,"Top rock","Diatoms",0.22
2026-08-07,"C2",1,NA,1.1,"Top rock","Diatoms",1.48
2026-08-07,"C2",2,NA,2.07,"Top rock","Diatoms",0.25
2026-08-07,"C2",3,NA,0.45,"Top rock","Diatoms",0.79
2026-08-07,"C2",4,NA,1.4,"Top rock","Diatoms",0.12
2026-08-07,"C2",5,NA,1.06,"Top rock","Diatoms",12.09
2026-08-07,"C2",6,NA,1.6,"Top rock","Diatoms",3.57
2026-08-07,"C2",7,NA,0.85,"Top rock","Diatoms",1.87
2026-08-07,"C2",8,NA,-0.13,"Top rock","Diatoms",0.87
2026-08-07,"C2",9,NA,-0.08,"Top rock","Diatoms",3.19
2026-08-07,"C2",10,NA,1.19,"Top rock","Diatoms",2.24
2026-08-07,"C2",11,NA,1.4,"Top rock","Diatoms",0.27
2026-08-07,"C2",12,NA,1.01,"Top rock","Diatoms",6.3
2026-08-07,"C2",13,NA,1.67,"Top rock","Diatoms",0.17
2026-08-07,"C2",14,NA,1.21,"Top rock","Diatoms",1.22
2026-08-07,"C2",15,NA,0.51,"Top rock","Diatoms",4.73
2026-08-07,"C2",16,NA,0.85,"Top rock","Diatoms",2.07
2026-08-07,"C2",17,NA,1.15,"Top rock","Diatoms",2.99
2026-08-07,"C2",18,NA,0.47,"Top rock","Diatoms",4.97
2026-08-07,"C2",19,NA,0.75,"Top rock","Diatoms",5.35
2026-08-07,"C2",20,NA,0.7,"Top rock","Diatoms",1.63
2026-08-03,"T1",1,NA,0.48,"Top rock","Diatoms",0.71
2026-08-03,"T1",2,NA,0.25,"Top rock","Diatoms",1.2
2026-08-03,"T1",3,NA,0.36,"Top rock","Diatoms",0.21
2026-08-03,"T1",4,NA,0.19,"Top rock","Diatoms",10.99
2026-08-03,"T1",5,NA,0.01,"Top rock","Diatoms",0.93
2026-08-03,"T1",6,NA,0.48,"Top rock","Diatoms",0.46
2026-08-03,"T1",7,NA,-0.12,"Top rock","Diatoms",1.1
2026-08-03,"T1",8,NA,0.62,"Top rock","Diatoms",2.78
2026-08-03,"T1",9,NA,0.57,"Top rock","Diatoms",9.9
2026-08-03,"T1",10,NA,0.19,"Top rock","Diatoms",2.99
2026-08-03,"T1",11,NA,0.42,"Top rock","Diatoms",4.66
2026-08-03,"T1",12,NA,-0.02,"Top rock","Diatoms",0.53
2026-08-03,"T1",13,NA,0.77,"Top rock","Diatoms",0.36
2026-08-03,"T1",14,NA,0.32,"Top rock","Diatoms",8.32
2026-08-03,"T1",15,NA,0.2,"Top rock","Diatoms",1.38
2026-08-03,"T1",16,NA,0.56,"Top rock","Diatoms",3.24
2026-08-03,"T1",17,NA,0.85,"Top rock","Diatoms",0.68
2026-08-03,"T1",18,NA,1.15,"Top rock","Diatoms",0.96
2026-08-03,"T1",19,NA,0.95,"Top rock","Diatoms",0.3
2026-08-03,"T1",20,NA,0.19,"Top rock","Diatoms",0.3
2026-08-04,"T2",1,NA,2.75,"Top rock","Diatoms",0.2
2026-08-04,"T2",2,NA,2.5,"Top rock","Diatoms",0.19
2026-08-04,"T2",3,NA,1.2,"Top rock","Diatoms",5.17
2026-08-04,"T2",4,NA,1.21,"Top rock","Diatoms",4.56
2026-08-04,"T2",5,NA,0.85,"Top rock","Diatoms",1.05
2026-08-04,"T2",6,NA,0.97,"Top rock","Diatoms",1.26
2026-08-04,"T2",7,NA,0.78,"Top rock","Diatoms",3.45
2026-08-04,"T2",8,NA,0.26,"Top rock","Diatoms",5.8
2026-08-04,"T2",9,NA,1.05,"Top rock","Diatoms",3.3
2026-08-04,"T2",10,NA,0.63,"Top rock","Diatoms",8.25
2026-08-04,"T2",11,NA,0.03,"Top rock","Diatoms",2.88
2026-08-04,"T2",12,NA,0.53,"Top rock","Diatoms",1.89
2026-08-04,"T2",13,NA,0.7,"Top rock","Diatoms",0.97
2026-08-04,"T2",14,NA,0.08,"Top rock","Diatoms",0.59
2026-08-04,"T2",15,NA,0.67,"Top rock","Diatoms",1.24
2026-08-04,"T2",16,NA,0.65,"Top rock","Diatoms",2.63
2026-08-04,"T2",17,NA,0.82,"Top rock","Diatoms",1.64
2026-08-04,"T2",18,NA,0.9,"Top rock","Diatoms",3.38
2026-08-04,"T2",19,NA,1.08,"Top rock","Diatoms",8.84
2026-08-04,"T2",20,NA,0.57,"Top rock","Diatoms",0.83
2026-08-06,"T3",1,NA,1.42,"Top rock","Diatoms",3.04
2026-08-06,"T3",2,NA,0.63,"Top rock","Diatoms",10.41
2026-08-06,"T3",3,NA,1.03,"Top rock","Diatoms",6.12
2026-08-06,"T3",4,NA,0.5,"Top rock","Diatoms",8.62
2026-08-06,"T3",5,NA,0.22,"Top rock","Diatoms",11.03
2026-08-06,"T3",6,NA,0.45,"Top rock","Diatoms",10.71
2026-08-06,"T3",7,NA,0.88,"Top rock","Diatoms",9.27
2026-08-06,"T3",8,NA,1.07,"Top rock","Diatoms",9.95
2026-08-06,"T3",9,NA,0.92,"Top rock","Diatoms",3.39
2026-08-06,"T3",10,NA,0.98,"Top rock","Diatoms",5.03
2026-08-06,"T3",11,NA,0.26,"Top rock","Diatoms",7.86
2026-08-06,"T3",12,NA,0.93,"Top rock","Diatoms",2.34
2026-08-06,"T3",13,NA,0.41,"Top rock","Diatoms",4.34
2026-08-06,"T3",14,NA,1.57,"Top rock","Diatoms",10.34
2026-08-06,"T3",15,NA,2.81,"Top rock","Diatoms",11.42
2026-08-06,"T3",16,NA,1.36,"Top rock","Diatoms",6.45
2026-08-06,"T3",17,NA,2.31,"Top rock","Diatoms",0.12
2026-08-06,"T3",18,NA,2.48,"Top rock","Diatoms",0.29
2026-08-06,"T3",19,NA,0.87,"Top rock","Diatoms",3.07
2026-08-06,"T3",20,NA,1.62,"Top rock","Diatoms",7.61
