agency_cd,site_no,Date,Discharge_cfs,Qualifier
USGS,09057500,2022-06-05,73.5,A
USGS,09057500,2022-06-06,72.7,A
USGS,09057500,2022-06-07,70.9,A
USGS,09057500,2022-06-08,71,A
USGS,09057500,2022-06-09,71.4,A
USGS,09057500,2022-06-10,71.4,A
USGS,09057500,2022-06-11,71.4,A
USGS,09057500,2022-06-12,71.4,A
USGS,09057500,2022-06-13,71.5,A
USGS,09057500,2022-06-14,69.6,A
USGS,09057500,2022-06-15,68.7,A
USGS,09057500,2022-06-16,68.9,A
USGS,09057500,2022-06-17,69,A
USGS,09057500,2022-06-18,69.2,A
USGS,09057500,2022-06-19,69.3,A
USGS,09057500,2022-06-20,69.3,A
USGS,09057500,2022-06-21,69.2,A
USGS,09057500,2022-06-22,69.4,A
USGS,09057500,2022-06-23,69.4,A
USGS,09057500,2022-06-24,69.5,A
USGS,09057500,2022-06-25,69.4,A
USGS,09057500,2022-06-26,69.5,A
USGS,09057500,2022-06-27,69.4,A
USGS,09057500,2022-06-28,69.5,A
USGS,09057500,2022-06-29,69.6,A
USGS,09057500,2022-06-30,68,A
USGS,09057500,2022-07-01,64.4,A
USGS,09057500,2022-07-02,64.3,A
USGS,09057500,2022-07-03,64.4,A
USGS,09057500,2022-07-04,64.4,A
USGS,09057500,2022-07-05,64.4,A
USGS,09057500,2022-07-06,64.4,A
USGS,09057500,2022-07-07,64.4,A
USGS,09057500,2022-07-08,64.4,A
USGS,09057500,2022-07-09,64.4,A
USGS,09057500,2022-07-10,92.6,A
USGS,09057500,2022-07-11,130,A
USGS,09057500,2022-07-12,155,A
USGS,09057500,2022-07-13,181,A
USGS,09057500,2022-07-14,181,A
USGS,09057500,2022-07-15,159,A
USGS,09057500,2022-07-16,138,A
USGS,09057500,2022-07-17,163,A
USGS,09057500,2022-07-18,142,A
USGS,09057500,2022-07-19,111,A
USGS,09057500,2022-07-20,140,A
USGS,09057500,2022-07-21,236,A
USGS,09057500,2022-07-22,291,A
USGS,09057500,2022-07-23,268,A
USGS,09057500,2022-07-24,268,A
USGS,09057500,2022-07-25,297,A
USGS,09057500,2022-07-26,325,A
USGS,09057500,2022-07-27,325,A
USGS,09057500,2022-07-28,328,A
USGS,09057500,2022-07-29,296,A
USGS,09057500,2022-07-30,313,A
USGS,09057500,2022-07-31,379,A
USGS,09057500,2022-08-01,430,A
USGS,09057500,2022-08-02,465,A
USGS,09057500,2022-08-03,437,A
USGS,09057500,2022-08-04,347,A
USGS,09057500,2022-08-05,336,A
USGS,09057500,2022-08-06,410,A
USGS,09057500,2022-08-07,431,A
USGS,09057500,2022-08-08,483,A
USGS,09057500,2022-08-09,561,A
USGS,09057500,2022-08-10,641,A
USGS,09057500,2022-08-11,659,A
USGS,09057500,2022-08-12,701,A
USGS,09057500,2022-08-13,728,A
USGS,09057500,2022-08-14,715,A
USGS,09057500,2022-08-15,659,A
USGS,09057500,2022-08-16,530,A
USGS,09057500,2022-08-17,408,A
USGS,09057500,2022-08-18,356,A
USGS,09057500,2022-08-19,327,A
USGS,09057500,2022-08-20,273,A
USGS,09057500,2022-08-21,233,A
USGS,09057500,2022-08-22,235,A
USGS,09057500,2022-08-23,255,A
USGS,09057500,2022-08-24,279,A
USGS,09057500,2022-08-25,275,A
USGS,09057500,2022-08-26,271,A
USGS,09057500,2022-08-27,296,A
USGS,09057500,2022-08-28,330,A
USGS,09057500,2022-08-29,330,A
USGS,09057500,2022-08-30,350,A
USGS,09057500,2022-08-31,401,A
USGS,09057500,2022-09-01,424,A
USGS,09057500,2022-09-02,505,A
USGS,09057500,2022-09-03,670,A
USGS,09057500,2022-09-04,713,A
USGS,09057500,2022-09-05,772,A
USGS,09057500,2022-09-06,746,A
USGS,09057500,2022-09-07,692,A
USGS,09057500,2022-09-08,672,A
USGS,09057500,2022-09-09,680,A
USGS,09057500,2022-09-10,694,A
USGS,09057500,2022-09-11,699,A
USGS,09057500,2022-09-12,700,A
USGS,09057500,2022-09-13,698,A
USGS,09057500,2022-09-14,674,A
USGS,09057500,2022-09-15,629,A
USGS,09057500,2022-09-16,513,A
USGS,09057500,2022-09-17,318,A
USGS,09057500,2022-09-18,251,A
USGS,09057500,2022-09-19,161,A
USGS,09057500,2022-09-20,102,A
USGS,09057500,2022-09-21,104,A
USGS,09057500,2022-09-22,103,A
USGS,09057500,2022-09-23,98.7,A
USGS,09057500,2022-09-24,99.3,A
USGS,09057500,2022-09-25,99.2,A
USGS,09057500,2022-09-26,101,A
USGS,09057500,2022-09-27,101,A
USGS,09057500,2022-09-28,136,A
USGS,09057500,2022-09-29,167,A
USGS,09057500,2022-09-30,167,A
USGS,09057500,2022-10-01,144,A
USGS,09057500,2022-10-02,150,A
USGS,09057500,2022-10-03,215,A
USGS,09057500,2022-10-04,221,A
USGS,09057500,2022-10-05,190,A
USGS,09057500,2022-10-06,180,A
USGS,09057500,2022-10-07,194,A
USGS,09057500,2022-10-08,206,A
USGS,09057500,2022-10-09,219,A
USGS,09057500,2022-10-10,243,A
USGS,09057500,2022-10-11,272,A
USGS,09057500,2022-10-12,340,A
USGS,09057500,2022-10-13,419,A
USGS,09057500,2022-10-14,576,A
USGS,09057500,2022-10-15,626,A
USGS,09057500,2022-10-16,646,A
USGS,09057500,2022-10-17,650,A
USGS,09057500,2022-10-18,636,A
USGS,09057500,2022-10-19,640,A
USGS,09057500,2022-10-20,671,A
USGS,09057500,2022-10-21,719,A
USGS,09057500,2022-10-22,755,A
USGS,09057500,2022-10-23,746,A
USGS,09057500,2022-10-24,670,A
USGS,09057500,2022-10-25,568,A
USGS,09057500,2022-10-26,493,A
USGS,09057500,2022-10-27,364,A
USGS,09057500,2022-10-28,285,A
USGS,09057500,2022-10-29,202,A
USGS,09057500,2022-10-30,160,A
USGS,09057500,2022-10-31,157,A
USGS,09057500,2022-11-01,155,A
USGS,09057500,2022-11-02,152,A
USGS,09057500,2022-11-03,153,A
USGS,09057500,2022-11-04,156,A
USGS,09057500,2022-11-05,166,A
USGS,09057500,2022-11-06,164,A
USGS,09057500,2022-11-07,168,A
USGS,09057500,2022-11-08,169,A
USGS,09057500,2022-11-09,171,A
USGS,09057500,2022-11-10,180,A
USGS,09057500,2022-11-11,200,A
USGS,09057500,2022-11-12,203,A
USGS,09057500,2022-11-13,201,A
USGS,09057500,2022-11-14,189,A
USGS,09057500,2022-11-15,182,A
USGS,09057500,2022-11-16,181,A
USGS,09057500,2022-11-17,179,A
USGS,09057500,2022-11-18,177,A
USGS,09057500,2022-11-19,173,A
USGS,09057500,2022-11-20,177,A
USGS,09057500,2022-11-21,176,A
USGS,09057500,2022-11-22,172,A
USGS,09057500,2022-11-23,177,A
USGS,09057500,2022-11-24,175,A
USGS,09057500,2022-11-25,172,A
USGS,09057500,2022-11-26,172,A
USGS,09057500,2022-11-27,170,A
USGS,09057500,2022-11-28,173,A
USGS,09057500,2022-11-29,177,A
USGS,09057500,2022-11-30,180,A
USGS,09057500,2022-12-01,191,A
USGS,09057500,2022-12-02,190,A
USGS,09057500,2022-12-03,201,A
USGS,09057500,2022-12-04,202,A
USGS,09057500,2022-12-05,196,A
USGS,09057500,2022-12-06,208,A
USGS,09057500,2022-12-07,236,A
USGS,09057500,2022-12-08,242,A
USGS,09057500,2022-12-09,244,A
USGS,09057500,2022-12-10,244,A
USGS,09057500,2022-12-11,243,A
USGS,09057500,2022-12-12,232,A
USGS,09057500,2022-12-13,225,A
USGS,09057500,2022-12-14,223,A
USGS,09057500,2022-12-15,225,A
USGS,09057500,2022-12-16,207,A
USGS,09057500,2022-12-17,190,A
USGS,09057500,2022-12-18,170,A
USGS,09057500,2022-12-19,147,A
USGS,09057500,2022-12-20,134,A
USGS,09057500,2022-12-21,134,A
USGS,09057500,2022-12-22,143,A
USGS,09057500,2022-12-23,167,A
USGS,09057500,2022-12-24,180,A
USGS,09057500,2022-12-25,189,A
USGS,09057500,2022-12-26,203,A
USGS,09057500,2022-12-27,206,A
USGS,09057500,2022-12-28,213,A
USGS,09057500,2022-12-29,222,A
USGS,09057500,2022-12-30,220,A
USGS,09057500,2022-12-31,223,A
USGS,09057500,2023-01-01,221,A
USGS,09057500,2023-01-02,221,A
USGS,09057500,2023-01-03,237,A
USGS,09057500,2023-01-04,266,A
USGS,09057500,2023-01-05,266,A
USGS,09057500,2023-01-06,268,A
USGS,09057500,2023-01-07,262,A
USGS,09057500,2023-01-08,262,A
USGS,09057500,2023-01-09,265,A
USGS,09057500,2023-01-10,257,A
USGS,09057500,2023-01-11,235,A
USGS,09057500,2023-01-12,235,A
USGS,09057500,2023-01-13,238,A
USGS,09057500,2023-01-14,219,A
USGS,09057500,2023-01-15,212,A
USGS,09057500,2023-01-16,213,A
USGS,09057500,2023-01-17,214,A
USGS,09057500,2023-01-18,214,A
USGS,09057500,2023-01-19,215,A
USGS,09057500,2023-01-20,232,A
USGS,09057500,2023-01-21,242,A
USGS,09057500,2023-01-22,246,A
USGS,09057500,2023-01-23,246,A
USGS,09057500,2023-01-24,223,A
USGS,09057500,2023-01-25,205,A
USGS,09057500,2023-01-26,200,A
USGS,09057500,2023-01-27,182,A
USGS,09057500,2023-01-28,182,A
USGS,09057500,2023-01-29,181,A
USGS,09057500,2023-01-30,181,A
USGS,09057500,2023-01-31,191,A
USGS,09057500,2023-02-01,209,A
USGS,09057500,2023-02-02,211,A
USGS,09057500,2023-02-03,213,A
USGS,09057500,2023-02-04,219,A
USGS,09057500,2023-02-05,216,A
USGS,09057500,2023-02-06,213,A
USGS,09057500,2023-02-07,212,A
USGS,09057500,2023-02-08,211,A
USGS,09057500,2023-02-09,213,A
USGS,09057500,2023-02-10,211,A
USGS,09057500,2023-02-11,210,A
USGS,09057500,2023-02-12,211,A
USGS,09057500,2023-02-13,200,A
USGS,09057500,2023-02-14,197,A
USGS,09057500,2023-02-15,193,A
USGS,09057500,2023-02-16,193,A
USGS,09057500,2023-02-17,192,A
USGS,09057500,2023-02-18,182,A
USGS,09057500,2023-02-19,171,A
USGS,09057500,2023-02-20,171,A
USGS,09057500,2023-02-21,172,A
USGS,09057500,2023-02-22,174,A
USGS,09057500,2023-02-23,176,A
USGS,09057500,2023-02-24,181,A
USGS,09057500,2023-02-25,191,A
USGS,09057500,2023-02-26,190,A
USGS,09057500,2023-02-27,194,A
USGS,09057500,2023-02-28,217,A
USGS,09057500,2023-03-01,213,A
USGS,09057500,2023-03-02,211,A
USGS,09057500,2023-03-03,208,A
USGS,09057500,2023-03-04,207,A
USGS,09057500,2023-03-05,209,A
USGS,09057500,2023-03-06,213,A
USGS,09057500,2023-03-07,208,A
USGS,09057500,2023-03-08,200,A
USGS,09057500,2023-03-09,211,A
USGS,09057500,2023-03-10,208,A
USGS,09057500,2023-03-11,187,A
USGS,09057500,2023-03-12,184,A
USGS,09057500,2023-03-13,185,A
USGS,09057500,2023-03-14,169,A
USGS,09057500,2023-03-15,129,A
USGS,09057500,2023-03-16,105,A
USGS,09057500,2023-03-17,126,A
USGS,09057500,2023-03-18,169,A
USGS,09057500,2023-03-19,194,A
USGS,09057500,2023-03-20,197,A
USGS,09057500,2023-03-21,198,A
USGS,09057500,2023-03-22,198,A
USGS,09057500,2023-03-23,203,A
USGS,09057500,2023-03-24,211,A
USGS,09057500,2023-03-25,208,A
USGS,09057500,2023-03-26,212,A
USGS,09057500,2023-03-27,215,A
USGS,09057500,2023-03-28,210,A
USGS,09057500,2023-03-29,213,A
USGS,09057500,2023-03-30,213,A
USGS,09057500,2023-03-31,212,A
USGS,09057500,2023-04-01,212,A
USGS,09057500,2023-04-02,210,A
USGS,09057500,2023-04-03,209,A
USGS,09057500,2023-04-04,214,A
USGS,09057500,2023-04-05,226,A
USGS,09057500,2023-04-06,249,A
USGS,09057500,2023-04-07,249,A
USGS,09057500,2023-04-08,257,A
USGS,09057500,2023-04-09,250,A
USGS,09057500,2023-04-10,236,A
USGS,09057500,2023-04-11,135,A
USGS,09057500,2023-04-12,102,A
USGS,09057500,2023-04-13,100,A
USGS,09057500,2023-04-14,106,A
USGS,09057500,2023-04-15,107,A
USGS,09057500,2023-04-16,105,A
USGS,09057500,2023-04-17,106,A
USGS,09057500,2023-04-18,108,A
USGS,09057500,2023-04-19,112,A
USGS,09057500,2023-04-20,109,A
USGS,09057500,2023-04-21,115,A
USGS,09057500,2023-04-22,113,A
USGS,09057500,2023-04-23,112,A
USGS,09057500,2023-04-24,110,A
USGS,09057500,2023-04-25,112,A
USGS,09057500,2023-04-26,112,A
USGS,09057500,2023-04-27,105,A
USGS,09057500,2023-04-28,103,A
USGS,09057500,2023-04-29,101,A
USGS,09057500,2023-04-30,141,A
USGS,09057500,2023-05-01,233,A
USGS,09057500,2023-05-02,234,A
USGS,09057500,2023-05-03,237,A
USGS,09057500,2023-05-04,192,A
USGS,09057500,2023-05-05,105,A
USGS,09057500,2023-05-06,105,A
USGS,09057500,2023-05-07,105,A
USGS,09057500,2023-05-08,96.7,A
USGS,09057500,2023-05-09,97.8,A
USGS,09057500,2023-05-10,102,A
USGS,09057500,2023-05-11,99.9,A
USGS,09057500,2023-05-12,99.1,A
USGS,09057500,2023-05-13,102,A
USGS,09057500,2023-05-14,100,A
USGS,09057500,2023-05-15,106,A
USGS,09057500,2023-05-16,109,A
USGS,09057500,2023-05-17,105,A
USGS,09057500,2023-05-18,101,A
USGS,09057500,2023-05-19,99.6,A
USGS,09057500,2023-05-20,106,A
USGS,09057500,2023-05-21,106,A
USGS,09057500,2023-05-22,105,A
USGS,09057500,2023-05-23,106,A
USGS,09057500,2023-05-24,103,A
USGS,09057500,2023-05-25,100,A
USGS,09057500,2023-05-26,103,A
USGS,09057500,2023-05-27,104,A
USGS,09057500,2023-05-28,103,A
USGS,09057500,2023-05-29,104,A
USGS,09057500,2023-05-30,111,A
USGS,09057500,2023-05-31,111,A
USGS,09057500,2023-06-01,109,A
USGS,09057500,2023-06-02,110,A
USGS,09057500,2023-06-03,107,A
USGS,09057500,2023-06-04,104,A
USGS,09057500,2023-06-05,106,A
USGS,09057500,2023-06-06,161,A
USGS,09057500,2023-06-07,221,A
USGS,09057500,2023-06-08,393,A
USGS,09057500,2023-06-09,504,A
USGS,09057500,2023-06-10,606,A
USGS,09057500,2023-06-11,609,A
USGS,09057500,2023-06-12,681,A
USGS,09057500,2023-06-13,749,A
USGS,09057500,2023-06-14,756,A
USGS,09057500,2023-06-15,755,A
USGS,09057500,2023-06-16,757,A
USGS,09057500,2023-06-17,756,A
USGS,09057500,2023-06-18,754,A
USGS,09057500,2023-06-19,755,A
USGS,09057500,2023-06-20,756,A
USGS,09057500,2023-06-21,1080,A
USGS,09057500,2023-06-22,1360,A
USGS,09057500,2023-06-23,1350,A
USGS,09057500,2023-06-24,1540,A
USGS,09057500,2023-06-25,1680,A
USGS,09057500,2023-06-26,1480,A
USGS,09057500,2023-06-27,1460,A
USGS,09057500,2023-06-28,1550,A
USGS,09057500,2023-06-29,1580,A
USGS,09057500,2023-06-30,1620,A
USGS,09057500,2023-07-01,1440,A
USGS,09057500,2023-07-02,1340,A
USGS,09057500,2023-07-03,1340,A
USGS,09057500,2023-07-04,1310,A
USGS,09057500,2023-07-05,1320,A
USGS,09057500,2023-07-06,1340,A
USGS,09057500,2023-07-07,1340,A
USGS,09057500,2023-07-08,1270,A
USGS,09057500,2023-07-09,1160,A
USGS,09057500,2023-07-10,1130,A
USGS,09057500,2023-07-11,1130,A
USGS,09057500,2023-07-12,1010,A
USGS,09057500,2023-07-13,807,A
USGS,09057500,2023-07-14,809,A
USGS,09057500,2023-07-15,791,A
USGS,09057500,2023-07-16,984,A
USGS,09057500,2023-07-17,1130,A
USGS,09057500,2023-07-18,925,A
USGS,09057500,2023-07-19,716,A
USGS,09057500,2023-07-20,657,A
USGS,09057500,2023-07-21,832,A
USGS,09057500,2023-07-22,835,A
USGS,09057500,2023-07-23,735,A
USGS,09057500,2023-07-24,681,A
USGS,09057500,2023-07-25,686,A
USGS,09057500,2023-07-26,656,A
USGS,09057500,2023-07-27,613,A
USGS,09057500,2023-07-28,498,A
USGS,09057500,2023-07-29,459,A
USGS,09057500,2023-07-30,464,A
USGS,09057500,2023-07-31,457,A
USGS,09057500,2023-08-01,509,A
USGS,09057500,2023-08-02,790,A
USGS,09057500,2023-08-03,1120,A
USGS,09057500,2023-08-04,891,A
USGS,09057500,2023-08-05,788,A
USGS,09057500,2023-08-06,788,A
USGS,09057500,2023-08-07,679,A
USGS,09057500,2023-08-08,487,A
USGS,09057500,2023-08-09,459,A
USGS,09057500,2023-08-10,427,A
USGS,09057500,2023-08-11,429,A
USGS,09057500,2023-08-12,431,A
USGS,09057500,2023-08-13,441,A
USGS,09057500,2023-08-14,403,A
USGS,09057500,2023-08-15,356,A
USGS,09057500,2023-08-16,375,A
USGS,09057500,2023-08-17,403,A
USGS,09057500,2023-08-18,411,A
USGS,09057500,2023-08-19,411,A
USGS,09057500,2023-08-20,411,A
USGS,09057500,2023-08-21,426,A
USGS,09057500,2023-08-22,485,A
USGS,09057500,2023-08-23,532,A
USGS,09057500,2023-08-24,473,A
USGS,09057500,2023-08-25,224,A
USGS,09057500,2023-08-26,200,A
USGS,09057500,2023-08-27,307,A
USGS,09057500,2023-08-28,344,A
USGS,09057500,2023-08-29,385,A
USGS,09057500,2023-08-30,523,A
USGS,09057500,2023-08-31,763,A
USGS,09057500,2023-09-01,755,A
USGS,09057500,2023-09-02,754,A
USGS,09057500,2023-09-03,754,A
USGS,09057500,2023-09-04,758,A
USGS,09057500,2023-09-05,760,A
USGS,09057500,2023-09-06,768,A
USGS,09057500,2023-09-07,789,A
USGS,09057500,2023-09-08,817,A
USGS,09057500,2023-09-09,916,A
USGS,09057500,2023-09-10,927,A
USGS,09057500,2023-09-11,956,A
USGS,09057500,2023-09-12,991,A
USGS,09057500,2023-09-13,969,A
USGS,09057500,2023-09-14,945,A
USGS,09057500,2023-09-15,907,A
USGS,09057500,2023-09-16,870,A
USGS,09057500,2023-09-17,859,A
USGS,09057500,2023-09-18,866,A
USGS,09057500,2023-09-19,869,A
USGS,09057500,2023-09-20,864,A
USGS,09057500,2023-09-21,863,A
USGS,09057500,2023-09-22,834,A
USGS,09057500,2023-09-23,791,A
USGS,09057500,2023-09-24,761,A
USGS,09057500,2023-09-25,764,A
USGS,09057500,2023-09-26,757,A
USGS,09057500,2023-09-27,758,A
USGS,09057500,2023-09-28,757,A
USGS,09057500,2023-09-29,781,A
USGS,09057500,2023-09-30,846,A
USGS,09057500,2023-10-01,885,A
USGS,09057500,2023-10-02,839,A
USGS,09057500,2023-10-03,830,A
USGS,09057500,2023-10-04,826,A
USGS,09057500,2023-10-05,817,A
USGS,09057500,2023-10-06,826,A
USGS,09057500,2023-10-07,828,A
USGS,09057500,2023-10-08,813,A
USGS,09057500,2023-10-09,791,A
USGS,09057500,2023-10-10,776,A
USGS,09057500,2023-10-11,774,A
USGS,09057500,2023-10-12,779,A
USGS,09057500,2023-10-13,801,A
USGS,09057500,2023-10-14,805,A
USGS,09057500,2023-10-15,800,A
USGS,09057500,2023-10-16,784,A
USGS,09057500,2023-10-17,784,A
USGS,09057500,2023-10-18,796,A
USGS,09057500,2023-10-19,785,A
USGS,09057500,2023-10-20,774,A
USGS,09057500,2023-10-21,761,A
USGS,09057500,2023-10-22,758,A
USGS,09057500,2023-10-23,749,A
USGS,09057500,2023-10-24,678,A
USGS,09057500,2023-10-25,618,A
USGS,09057500,2023-10-26,541,A
USGS,09057500,2023-10-27,538,A
USGS,09057500,2023-10-28,537,A
USGS,09057500,2023-10-29,535,A
USGS,09057500,2023-10-30,516,A
USGS,09057500,2023-10-31,423,A
USGS,09057500,2023-11-01,359,A
USGS,09057500,2023-11-02,253,A
USGS,09057500,2023-11-03,201,A
USGS,09057500,2023-11-04,189,A
USGS,09057500,2023-11-05,192,A
USGS,09057500,2023-11-06,207,A
USGS,09057500,2023-11-07,239,A
USGS,09057500,2023-11-08,263,A
USGS,09057500,2023-11-09,248,A
USGS,09057500,2023-11-10,218,A
USGS,09057500,2023-11-11,209,A
USGS,09057500,2023-11-12,213,A
USGS,09057500,2023-11-13,204,A
USGS,09057500,2023-11-14,188,A
USGS,09057500,2023-11-15,188,A
USGS,09057500,2023-11-16,196,A
USGS,09057500,2023-11-17,200,A
USGS,09057500,2023-11-18,189,A
USGS,09057500,2023-11-19,188,A
USGS,09057500,2023-11-20,182,A
USGS,09057500,2023-11-21,169,A
USGS,09057500,2023-11-22,175,A
USGS,09057500,2023-11-23,175,A
USGS,09057500,2023-11-24,185,A
USGS,09057500,2023-11-25,193,A
USGS,09057500,2023-11-26,194,A
USGS,09057500,2023-11-27,186,A
USGS,09057500,2023-11-28,169,A
USGS,09057500,2023-11-29,156,A
USGS,09057500,2023-11-30,155,A
USGS,09057500,2023-12-01,164,A
USGS,09057500,2023-12-02,186,A
USGS,09057500,2023-12-03,186,A
USGS,09057500,2023-12-04,191,A
USGS,09057500,2023-12-05,193,A
USGS,09057500,2023-12-06,195,A
USGS,09057500,2023-12-07,191,A
USGS,09057500,2023-12-08,191,A
USGS,09057500,2023-12-09,190,A
USGS,09057500,2023-12-10,189,A
USGS,09057500,2023-12-11,192,A
USGS,09057500,2023-12-12,184,A
USGS,09057500,2023-12-13,172,A
USGS,09057500,2023-12-14,174,A
USGS,09057500,2023-12-15,172,A
USGS,09057500,2023-12-16,174,A
USGS,09057500,2023-12-17,174,A
USGS,09057500,2023-12-18,174,A
USGS,09057500,2023-12-19,163,A
USGS,09057500,2023-12-20,149,A
USGS,09057500,2023-12-21,149,A
USGS,09057500,2023-12-22,160,A
USGS,09057500,2023-12-23,172,A
USGS,09057500,2023-12-24,172,A
USGS,09057500,2023-12-25,173,A
USGS,09057500,2023-12-26,174,A
USGS,09057500,2023-12-27,177,A
USGS,09057500,2023-12-28,171,A
USGS,09057500,2023-12-29,174,A
USGS,09057500,2023-12-30,172,A
USGS,09057500,2023-12-31,171,A
USGS,09057500,2024-01-01,172,A
USGS,09057500,2024-01-02,172,A
USGS,09057500,2024-01-03,176,A
USGS,09057500,2024-01-04,173,A
USGS,09057500,2024-01-05,175,A
USGS,09057500,2024-01-06,175,A
USGS,09057500,2024-01-07,173,A
USGS,09057500,2024-01-08,167,A
USGS,09057500,2024-01-09,162,A
USGS,09057500,2024-01-10,151,A
USGS,09057500,2024-01-11,151,A
USGS,09057500,2024-01-12,151,A
USGS,09057500,2024-01-13,153,A
USGS,09057500,2024-01-14,151,A
USGS,09057500,2024-01-15,152,A
USGS,09057500,2024-01-16,159,A
USGS,09057500,2024-01-17,177,A
USGS,09057500,2024-01-18,179,A
USGS,09057500,2024-01-19,184,A
USGS,09057500,2024-01-20,206,A
USGS,09057500,2024-01-21,207,A
USGS,09057500,2024-01-22,207,A
USGS,09057500,2024-01-23,215,A
USGS,09057500,2024-01-24,228,A
USGS,09057500,2024-01-25,226,A
USGS,09057500,2024-01-26,230,A
USGS,09057500,2024-01-27,231,A
USGS,09057500,2024-01-28,232,A
USGS,09057500,2024-01-29,232,A
USGS,09057500,2024-01-30,232,A
USGS,09057500,2024-01-31,228,A
USGS,09057500,2024-02-01,227,A
USGS,09057500,2024-02-02,228,A
USGS,09057500,2024-02-03,231,A
USGS,09057500,2024-02-04,234,A
USGS,09057500,2024-02-05,232,A
USGS,09057500,2024-02-06,232,A
USGS,09057500,2024-02-07,229,A
USGS,09057500,2024-02-08,231,A
USGS,09057500,2024-02-09,229,A
USGS,09057500,2024-02-10,231,A
USGS,09057500,2024-02-11,228,A
USGS,09057500,2024-02-12,229,A
USGS,09057500,2024-02-13,227,A
USGS,09057500,2024-02-14,226,A
USGS,09057500,2024-02-15,226,A
USGS,09057500,2024-02-16,229,A
USGS,09057500,2024-02-17,228,A
USGS,09057500,2024-02-18,228,A
USGS,09057500,2024-02-19,229,A
USGS,09057500,2024-02-20,229,A
USGS,09057500,2024-02-21,228,A
USGS,09057500,2024-02-22,227,A
USGS,09057500,2024-02-23,227,A
USGS,09057500,2024-02-24,227,A
USGS,09057500,2024-02-25,228,A
USGS,09057500,2024-02-26,236,A
USGS,09057500,2024-02-27,237,A
USGS,09057500,2024-02-28,234,A
USGS,09057500,2024-02-29,223,A
USGS,09057500,2024-03-01,206,A
USGS,09057500,2024-03-02,205,A
USGS,09057500,2024-03-03,201,A
USGS,09057500,2024-03-04,204,A
USGS,09057500,2024-03-05,202,A
USGS,09057500,2024-03-06,206,A
USGS,09057500,2024-03-07,207,A
USGS,09057500,2024-03-08,202,A
USGS,09057500,2024-03-09,202,A
USGS,09057500,2024-03-10,200,A
USGS,09057500,2024-03-11,207,A
USGS,09057500,2024-03-12,205,A
USGS,09057500,2024-03-13,213,A
USGS,09057500,2024-03-14,207,A
USGS,09057500,2024-03-15,209,A
USGS,09057500,2024-03-16,209,A
USGS,09057500,2024-03-17,208,A
USGS,09057500,2024-03-18,208,A
USGS,09057500,2024-03-19,207,A
USGS,09057500,2024-03-20,207,A
USGS,09057500,2024-03-21,206,A
USGS,09057500,2024-03-22,206,A
USGS,09057500,2024-03-23,208,A
USGS,09057500,2024-03-24,206,A
USGS,09057500,2024-03-25,212,A
USGS,09057500,2024-03-26,217,A
USGS,09057500,2024-03-27,220,A
USGS,09057500,2024-03-28,228,A
USGS,09057500,2024-03-29,228,A
USGS,09057500,2024-03-30,230,A
USGS,09057500,2024-03-31,227,A
USGS,09057500,2024-04-01,231,A
USGS,09057500,2024-04-02,228,A
USGS,09057500,2024-04-03,230,A
USGS,09057500,2024-04-04,229,A
USGS,09057500,2024-04-05,232,A
USGS,09057500,2024-04-06,244,A
USGS,09057500,2024-04-07,324,A
USGS,09057500,2024-04-08,389,A
USGS,09057500,2024-04-09,388,A
USGS,09057500,2024-04-10,297,A
USGS,09057500,2024-04-11,260,A
USGS,09057500,2024-04-12,259,A
USGS,09057500,2024-04-13,256,A
USGS,09057500,2024-04-14,258,A
USGS,09057500,2024-04-15,255,A
USGS,09057500,2024-04-16,252,A
USGS,09057500,2024-04-17,253,A
USGS,09057500,2024-04-18,255,A
USGS,09057500,2024-04-19,242,A
USGS,09057500,2024-04-20,182,A
USGS,09057500,2024-04-21,180,A
USGS,09057500,2024-04-22,182,A
USGS,09057500,2024-04-23,182,A
USGS,09057500,2024-04-24,178,A
USGS,09057500,2024-04-25,178,A
USGS,09057500,2024-04-26,177,A
USGS,09057500,2024-04-27,180,A
USGS,09057500,2024-04-28,185,A
USGS,09057500,2024-04-29,186,A
USGS,09057500,2024-04-30,187,A
USGS,09057500,2024-05-01,184,A
USGS,09057500,2024-05-02,183,A
USGS,09057500,2024-05-03,178,A
USGS,09057500,2024-05-04,180,A
USGS,09057500,2024-05-05,178,A
USGS,09057500,2024-05-06,186,A
USGS,09057500,2024-05-07,185,A
USGS,09057500,2024-05-08,187,A
USGS,09057500,2024-05-09,233,A
USGS,09057500,2024-05-10,257,A
USGS,09057500,2024-05-11,260,A
USGS,09057500,2024-05-12,263,A
USGS,09057500,2024-05-13,264,A
USGS,09057500,2024-05-14,264,A
USGS,09057500,2024-05-15,264,A
USGS,09057500,2024-05-16,257,A
USGS,09057500,2024-05-17,254,A
USGS,09057500,2024-05-18,253,A
USGS,09057500,2024-05-19,256,A
USGS,09057500,2024-05-20,268,A
USGS,09057500,2024-05-21,284,A
USGS,09057500,2024-05-22,363,A
USGS,09057500,2024-05-23,359,A
USGS,09057500,2024-05-24,399,A
USGS,09057500,2024-05-25,407,A
USGS,09057500,2024-05-26,412,A
USGS,09057500,2024-05-27,424,A
USGS,09057500,2024-05-28,409,A
USGS,09057500,2024-05-29,404,A
USGS,09057500,2024-05-30,409,A
USGS,09057500,2024-05-31,422,A
USGS,09057500,2024-06-01,431,A
USGS,09057500,2024-06-02,421,A
