agency_cd,site_no,Date,Discharge_cfs,Qualifier
USGS,09057500,2024-06-03,431,A
USGS,09057500,2024-06-04,698,A
USGS,09057500,2024-06-05,957,A
USGS,09057500,2024-06-06,1530,A
USGS,09057500,2024-06-07,1570,A
USGS,09057500,2024-06-08,1580,A
USGS,09057500,2024-06-09,1590,A
USGS,09057500,2024-06-10,1590,A
USGS,09057500,2024-06-11,1580,A
USGS,09057500,2024-06-12,1580,A
USGS,09057500,2024-06-13,1580,A
USGS,09057500,2024-06-14,1570,A
USGS,09057500,2024-06-15,1580,A
USGS,09057500,2024-06-16,1580,A
USGS,09057500,2024-06-17,1530,A
USGS,09057500,2024-06-18,1160,A
USGS,09057500,2024-06-19,1050,A
USGS,09057500,2024-06-20,1000,A
USGS,09057500,2024-06-21,1010,A
USGS,09057500,2024-06-22,1100,A
USGS,09057500,2024-06-23,1370,A
USGS,09057500,2024-06-24,1500,A
USGS,09057500,2024-06-25,1500,A
USGS,09057500,2024-06-26,1460,A
USGS,09057500,2024-06-27,1200,A
USGS,09057500,2024-06-28,1190,A
USGS,09057500,2024-06-29,1280,A
USGS,09057500,2024-06-30,1470,A
USGS,09057500,2024-07-01,1600,A
USGS,09057500,2024-07-02,2000,A
USGS,09057500,2024-07-03,1870,A
USGS,09057500,2024-07-04,1370,A
USGS,09057500,2024-07-05,1140,A
USGS,09057500,2024-07-06,1100,A
USGS,09057500,2024-07-07,1090,A
USGS,09057500,2024-07-08,1020,A
USGS,09057500,2024-07-09,927,A
USGS,09057500,2024-07-10,842,A
USGS,09057500,2024-07-11,847,A
USGS,09057500,2024-07-12,833,A
USGS,09057500,2024-07-13,834,A
USGS,09057500,2024-07-14,833,A
USGS,09057500,2024-07-15,744,A
USGS,09057500,2024-07-16,731,A
USGS,09057500,2024-07-17,743,A
USGS,09057500,2024-07-18,773,A
USGS,09057500,2024-07-19,765,A
USGS,09057500,2024-07-20,703,A
USGS,09057500,2024-07-21,604,A
USGS,09057500,2024-07-22,501,A
USGS,09057500,2024-07-23,372,A
USGS,09057500,2024-07-24,289,A
USGS,09057500,2024-07-25,352,A
USGS,09057500,2024-07-26,411,A
USGS,09057500,2024-07-27,386,A
USGS,09057500,2024-07-28,389,A
USGS,09057500,2024-07-29,360,A
USGS,09057500,2024-07-30,347,A
USGS,09057500,2024-07-31,348,A
USGS,09057500,2024-08-01,372,A
USGS,09057500,2024-08-02,405,A
USGS,09057500,2024-08-03,424,A
USGS,09057500,2024-08-04,442,A
USGS,09057500,2024-08-05,441,A
USGS,09057500,2024-08-06,422,A
USGS,09057500,2024-08-07,358,A
USGS,09057500,2024-08-08,343,A
USGS,09057500,2024-08-09,277,A
USGS,09057500,2024-08-10,217,A
USGS,09057500,2024-08-11,216,A
USGS,09057500,2024-08-12,216,A
USGS,09057500,2024-08-13,218,A
USGS,09057500,2024-08-14,268,A
USGS,09057500,2024-08-15,315,A
USGS,09057500,2024-08-16,326,A
USGS,09057500,2024-08-17,325,A
USGS,09057500,2024-08-18,310,A
USGS,09057500,2024-08-19,343,A
USGS,09057500,2024-08-20,389,A
USGS,09057500,2024-08-21,367,A
USGS,09057500,2024-08-22,356,A
USGS,09057500,2024-08-23,372,A
USGS,09057500,2024-08-24,354,A
USGS,09057500,2024-08-25,337,A
USGS,09057500,2024-08-26,358,A
USGS,09057500,2024-08-27,356,A
USGS,09057500,2024-08-28,368,A
USGS,09057500,2024-08-29,406,A
USGS,09057500,2024-08-30,396,A
USGS,09057500,2024-08-31,396,A
USGS,09057500,2024-09-01,414,A
USGS,09057500,2024-09-02,398,A
USGS,09057500,2024-09-03,419,A
USGS,09057500,2024-09-04,512,A
USGS,09057500,2024-09-05,772,A
USGS,09057500,2024-09-06,899,A
USGS,09057500,2024-09-07,859,A
USGS,09057500,2024-09-08,879,A
USGS,09057500,2024-09-09,894,A
USGS,09057500,2024-09-10,890,A
USGS,09057500,2024-09-11,917,A
USGS,09057500,2024-09-12,941,A
USGS,09057500,2024-09-13,944,A
USGS,09057500,2024-09-14,909,A
USGS,09057500,2024-09-15,880,A
USGS,09057500,2024-09-16,860,A
USGS,09057500,2024-09-17,863,A
USGS,09057500,2024-09-18,941,A
USGS,09057500,2024-09-19,975,A
USGS,09057500,2024-09-20,869,A
USGS,09057500,2024-09-21,897,A
USGS,09057500,2024-09-22,982,A
USGS,09057500,2024-09-23,958,A
USGS,09057500,2024-09-24,983,A
USGS,09057500,2024-09-25,1010,A
USGS,09057500,2024-09-26,1060,A
USGS,09057500,2024-09-27,1060,A
USGS,09057500,2024-09-28,1060,A
USGS,09057500,2024-09-29,1060,A
USGS,09057500,2024-09-30,1060,A
USGS,09057500,2024-10-01,1080,A
USGS,09057500,2024-10-02,1020,A
USGS,09057500,2024-10-03,859,A
USGS,09057500,2024-10-04,865,A
USGS,09057500,2024-10-05,862,A
USGS,09057500,2024-10-06,885,A
USGS,09057500,2024-10-07,932,A
USGS,09057500,2024-10-08,956,A
USGS,09057500,2024-10-09,921,A
USGS,09057500,2024-10-10,823,A
USGS,09057500,2024-10-11,734,A
USGS,09057500,2024-10-12,704,A
USGS,09057500,2024-10-13,703,A
USGS,09057500,2024-10-14,684,A
USGS,09057500,2024-10-15,668,A
USGS,09057500,2024-10-16,662,A
USGS,09057500,2024-10-17,660,A
USGS,09057500,2024-10-18,653,A
USGS,09057500,2024-10-19,635,A
USGS,09057500,2024-10-20,644,A
USGS,09057500,2024-10-21,595,A
USGS,09057500,2024-10-22,640,A
USGS,09057500,2024-10-23,700,A
USGS,09057500,2024-10-24,680,A
USGS,09057500,2024-10-25,655,A
USGS,09057500,2024-10-26,644,A
USGS,09057500,2024-10-27,656,A
USGS,09057500,2024-10-28,653,A
USGS,09057500,2024-10-29,653,A
USGS,09057500,2024-10-30,655,A
USGS,09057500,2024-10-31,654,A
USGS,09057500,2024-11-01,442,A
USGS,09057500,2024-11-02,368,A
USGS,09057500,2024-11-03,311,A
USGS,09057500,2024-11-04,281,A
USGS,09057500,2024-11-05,281,A
USGS,09057500,2024-11-06,281,A
USGS,09057500,2024-11-07,262,A
USGS,09057500,2024-11-08,226,A
USGS,09057500,2024-11-09,231,A
USGS,09057500,2024-11-10,231,A
USGS,09057500,2024-11-11,229,A
USGS,09057500,2024-11-12,227,A
USGS,09057500,2024-11-13,228,A
USGS,09057500,2024-11-14,229,A
USGS,09057500,2024-11-15,224,A
USGS,09057500,2024-11-16,237,A
USGS,09057500,2024-11-17,243,A
USGS,09057500,2024-11-18,249,A
USGS,09057500,2024-11-19,242,A
USGS,09057500,2024-11-20,215,A
USGS,09057500,2024-11-21,209,A
USGS,09057500,2024-11-22,214,A
USGS,09057500,2024-11-23,209,A
USGS,09057500,2024-11-24,207,A
USGS,09057500,2024-11-25,201,A
USGS,09057500,2024-11-26,200,A
USGS,09057500,2024-11-27,198,A
USGS,09057500,2024-11-28,190,A
USGS,09057500,2024-11-29,209,A
USGS,09057500,2024-11-30,220,A
USGS,09057500,2024-12-01,220,A
USGS,09057500,2024-12-02,218,A
USGS,09057500,2024-12-03,220,A
USGS,09057500,2024-12-04,218,A
USGS,09057500,2024-12-05,218,A
USGS,09057500,2024-12-06,215,A
USGS,09057500,2024-12-07,197,A
USGS,09057500,2024-12-08,167,A
USGS,09057500,2024-12-09,149,A
USGS,09057500,2024-12-10,154,A
USGS,09057500,2024-12-11,149,A
USGS,09057500,2024-12-12,154,A
USGS,09057500,2024-12-13,154,A
USGS,09057500,2024-12-14,136,A
USGS,09057500,2024-12-15,129,A
USGS,09057500,2024-12-16,125,A
USGS,09057500,2024-12-17,127,A
USGS,09057500,2024-12-18,125,A
USGS,09057500,2024-12-19,124,A
USGS,09057500,2024-12-20,128,A
USGS,09057500,2024-12-21,144,A
USGS,09057500,2024-12-22,151,A
USGS,09057500,2024-12-23,152,A
USGS,09057500,2024-12-24,153,A
USGS,09057500,2024-12-25,154,A
USGS,09057500,2024-12-26,151,A
USGS,09057500,2024-12-27,149,A
USGS,09057500,2024-12-28,166,A
USGS,09057500,2024-12-29,175,A
