Occasion,Year,Month,Location,Sample_ID,Sample_type,Species,Weight (mg),N,d15N,C,d13C,CN
MAY_2024,2024,MAY,T2,T2_0524_EPH_4,Macroinvert,Ephemerllidae,1.019,9.21,9.56,41.88,-23.69,4.545567548
MAY_2024,2024,MAY,T2,T2_0524_EPH_5,Macroinvert,Ephemerllidae,0.885,11.20,9.43,43.92,-24.12,3.921783798
MAY_2024,2024,MAY,T2,T2_0524_COM_1,Macroinvert,Composite,1.024,9.72,6.81,43.54,-25.47,4.479187494
MAY_2024,2024,MAY,T2,T2_0524_COM_2,Macroinvert,Composite,0.957,6.46,9.20,28.15,-22.97,4.356659177
MAY_2024,2024,MAY,T2,T2_0524_COM_3,Macroinvert,Composite,0.848,10.66,7.25,45.56,-26.32,4.272711663
MAY_2024,2024,MAY,T2,T2_0524_COM_4,Macroinvert,Composite,0.933,9.53,5.16,45.04,-25.89,4.725344891
MAY_2024,2024,MAY,T2,T2_0524_RHY_1,Macroinvert,Rhyacophilidae,0.99,8.41,10.93,48.68,-27.21,5.787906156
MAY_2024,2024,MAY,T2,T2_0524_WRM_1,Macroinvert,Worm,1.073,3.31,7.35,15.41,-25.63,4.654917463
MAY_2024,2024,MAY,T2,T2_0524_WRM_2,Macroinvert,Worm,1.052,3.83,7.46,18.57,-25.70,4.846945605
MAY_2024,2024,MAY,T2,T2_0524_WRM_3,Macroinvert,Worm,1.104,3.25,7.69,15.91,-25.81,4.889436921
MAY_2024,2024,MAY,T2,T2_0524_WRM_4,Macroinvert,Worm,1.03,4.18,7.53,19.92,-25.68,4.761459249
MAY_2024,2024,MAY,T2,T2_0524_PRO_1,Macroinvert,Perlodidae,0.952,10.08,10.89,47.39,-27.47,4.700139404
MAY_2024,2024,MAY,T2,T2_0524_PRO_2,Macroinvert,Perlodidae,1.074,9.63,11.74,47.91,-26.56,4.973344511
MAY_2024,2024,MAY,T2,T2_0524_BRA_1,Macroinvert,Brachycentridae,1.108,8.74,9.54,52.42,-29.67,5.996786533
MAY_2024,2024,MAY,T2,T2_0524_CHI_1,Macroinvert,Chironomidae,0.853,9.11,8.86,49.28,-22.41,5.410041473
MAY_2024,2024,MAY,T2,T2_0524_GLO_1,Macroinvert,Glossosomatidae,1.074,8.39,6.93,46.02,-22.02,5.488478018
MAY_2024,2024,MAY,T2,T2_0524_HEP_1,Macroinvert,Heptageniidae,0.915,9.30,9.58,46.20,-30.59,4.969585647
MAY_2024,2024,MAY,T2,T2_0524_LEA_1,Macroinvert,Leach,0.972,10.59,11.07,47.33,-23.56,4.468154879
MAY_2024,2024,MAY,T2,T2_0524_TIP_1,Macroinvert,Tipulidae,1.035,7.47,8.14,45.38,-24.29,6.074543535
MAY_2024,2024,MAY,T2,T2_0524_MIS_1,Macroinvert,Misc.,0.938,5.55,8.65,27.77,-21.61,5.00805803
MAY_2024,2024,MAY,T2,T2_0524_SIM_1,Macroinvert,Simuliidae,1.106,10.32,10.19,44.26,-28.41,4.28683238
MAY_2024,2024,MAY,T2,T2_0524_BAE_1,Macroinvert,Baetidae,1.022,8.72,9.58,52.34,-27.18,6.005276051
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_EPH_1,Macroinvert,Ephemerllidae,0.92,9.52,11.06,46.63,-27.10,4.896905423
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_EPH_2,Macroinvert,Ephemerllidae,0.907,10.12,11.40,48.64,-26.98,4.807152121
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_EPH_3,Macroinvert,Ephemerllidae,0.838,9.82,11.07,48.94,-26.32,4.981802417
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_EPH_4,Macroinvert,Ephemerllidae,1.069,9.41,11.07,50.51,-26.22,5.36878082
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_COM_1,Macroinvert,Composite,1.023,10.23,2.08,45.53,-26.89,4.45302831
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_COM_2,Macroinvert,Composite,1.125,8.61,7.08,51.63,-26.06,5.999051152
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_COM_3,Macroinvert,Composite,1.116,11.31,2.46,47.87,-27.59,4.233164955
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_COM_4,Macroinvert,Composite,1.006,10.71,2.71,43.48,-27.64,4.060998897
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_COM_5,Macroinvert,Composite,0.967,11.56,1.19,48.23,-27.44,4.173348858
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_BRA_1,Macroinvert,Brachycentridae,1.068,8.60,11.97,51.98,-28.48,6.047252997
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_BRA_2,Macroinvert,Brachycentridae,1.049,8.49,12.24,52.24,-28.95,6.153092288
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_BRA_3,Macroinvert,Brachycentridae,1.084,8.79,11.86,51.38,-27.91,5.842574619
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_GLO_1,Macroinvert,Glossosomatidae,1.047,8.26,11.94,53.57,-26.83,6.482391291
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_GLO_2,Macroinvert,Glossosomatidae,0.966,8.17,11.84,51.72,-26.05,6.332511104
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_GLO_3,Macroinvert,Glossosomatidae,0.829,8.25,11.51,50.38,-25.92,6.107041747
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_GLO_4,Macroinvert,Glossosomatidae,1.073,8.18,12.05,51.91,-26.14,6.347938854
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_GLO_5,Macroinvert,Glossosomatidae,0.941,9.53,11.97,46.01,-27.78,4.830082527
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_BAE_1,Macroinvert,Baetidae,0.987,8.75,10.12,48.23,-27.66,5.512935585
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_BAE_2,Macroinvert,Baetidae,0.899,7.96,10.86,42.42,-26.17,5.328704944
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_CHI_1,Macroinvert,Chironomidae,0.868,8.32,10.61,36.77,-25.89,4.418455455
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_HEP_1,Macroinvert,Heptageniidae,0.965,9.33,10.90,49.06,-29.74,5.260924343
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_HEP_2,Macroinvert,Heptageniidae,0.919,9.65,10.51,47.80,-28.50,4.954604501
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_HEP_3,Macroinvert,Heptageniidae,0.851,9.64,11.17,49.83,-29.90,5.170568345
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_HEP_4,Macroinvert,Heptageniidae,1.001,8.67,9.91,49.18,-29.01,5.671329061
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_HEP_5,Macroinvert,Heptageniidae,0.965,8.69,10.60,43.32,-28.19,4.98734781
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_HDO_1,Macroinvert,Hydropsychidae,1.023,10.57,12.15,54.88,-26.66,5.191098638
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_HDO_2,Macroinvert,Hydropsychidae,0.986,9.39,12.26,48.08,-26.60,5.120174695
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_HDO_3,Macroinvert,Hydropsychidae,1.089,9.95,12.10,47.59,-26.47,4.785019516
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_HDO_4,Macroinvert,Hydropsychidae,0.912,9.50,12.11,47.79,-27.09,5.030003808
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_HDO_5,Macroinvert,Hydropsychidae,1.079,8.98,12.61,47.33,-27.16,5.270874376
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_MIS_1,Macroinvert,Misc.,1.087,9.25,10.82,42.18,-25.15,4.55925695
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_MIS_2,Macroinvert,Misc.,1.042,2.64,12.02,15.45,-27.30,5.858197974
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_RHY_1,Macroinvert,Rhyacophilidae,0.978,9.65,11.68,47.62,-26.59,4.934510736
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_RHY_2,Macroinvert,Rhyacophilidae,1.109,9.97,11.68,46.85,-26.21,4.698605472
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_RHY_3,Macroinvert,Rhyacophilidae,0.892,9.93,11.78,47.44,-26.11,4.779539497
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_PRI_1,Macroinvert,Perlidae,0.906,10.57,11.85,48.27,-26.35,4.566209781
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_PRI_2,Macroinvert,Perlidae,0.942,10.60,12.04,50.29,-26.95,4.744276739
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_PRI_3,Macroinvert,Perlidae,0.977,11.94,11.41,53.37,-26.01,4.470181841
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_PRI_4,Macroinvert,Perlidae,0.849,10.72,11.29,48.09,-25.79,4.484560132
AUG_2024,2024,AUGUST,C1.5,C1.5_0824_SIM_1,Macroinvert,Simuliidae,0.98,4.95,10.42,22.59,-25.73,4.561318579
AUG_2024,2024,AUGUST,T2,T2_0824_EPH_1,Macroinvert,Ephemerllidae,0.968,9.36,10.62,48.70,-24.61,5.201101625
AUG_2024,2024,AUGUST,T2,T2_0824_EPH_2,Macroinvert,Ephemerllidae,1.029,9.49,10.89,47.75,-24.35,5.029989224
AUG_2024,2024,AUGUST,T2,T2_0824_EPH_3,Macroinvert,Ephemerllidae,0.907,9.28,10.69,48.53,-24.66,5.232033229
AUG_2024,2024,AUGUST,T2,T2_0824_EPH_4,Macroinvert,Ephemerllidae,1.096,9.37,10.50,48.48,-24.38,5.171819275
AUG_2024,2024,AUGUST,T2,T2_0824_EPH_5,Macroinvert,Ephemerllidae,0.973,9.13,10.47,47.09,-24.48,5.155799451
AUG_2024,2024,AUGUST,T2,T2_0824_COM_1,Macroinvert,Composite,1.007,10.80,3.28,45.83,-27.60,4.244985554
AUG_2024,2024,AUGUST,T2,T2_0824_COM_2,Macroinvert,Composite,1.228,10.75,2.99,45.65,-27.52,4.247759352
AUG_2024,2024,AUGUST,T2,T2_0824_COM_3,Macroinvert,Composite,0.843,10.72,3.35,45.51,-27.52,4.24659104
AUG_2024,2024,AUGUST,T2,T2_0824_COM_4,Macroinvert,Composite,0.919,9.83,3.07,42.26,-27.69,4.300178968
AUG_2024,2024,AUGUST,T2,T2_0824_RHY_1,Macroinvert,Rhyacophilidae,1.105,10.02,11.92,48.45,-26.52,4.834060807
AUG_2024,2024,AUGUST,T2,T2_0824_RHY_2,Macroinvert,Rhyacophilidae,1.01,9.93,11.92,47.36,-26.15,4.768074095
AUG_2024,2024,AUGUST,T2,T2_0824_RHY_3,Macroinvert,Rhyacophilidae,0.991,10.07,11.80,48.64,-26.44,4.829403586
AUG_2024,2024,AUGUST,T2,T2_0824_HDO_1,Macroinvert,Hydropsychidae,0.956,8.91,11.44,46.85,-27.02,5.259342886
AUG_2024,2024,AUGUST,T2,T2_0824_HDO_2,Macroinvert,Hydropsychidae,0.954,8.66,11.29,48.65,-27.14,5.617460918
AUG_2024,2024,AUGUST,T2,T2_0824_HDO_3,Macroinvert,Hydropsychidae,0.99,9.28,11.48,46.50,-26.92,5.01050766
AUG_2024,2024,AUGUST,T2,T2_0824_HDO_4,Macroinvert,Hydropsychidae,1.01,9.56,11.08,49.23,-27.03,5.150721188
AUG_2024,2024,AUGUST,T2,T2_0824_HDO_5,Macroinvert,Hydropsychidae,1.056,8.99,11.70,46.94,-27.00,5.22073187
AUG_2024,2024,AUGUST,T2,T2_0824_HEP_1,Macroinvert,Heptageniidae,1.18,7.95,9.50,42.55,-29.49,5.352331421
AUG_2024,2024,AUGUST,T2,T2_0824_HEP_2,Macroinvert,Heptageniidae,0.922,7.31,9.53,37.68,-29.27,5.15260496
AUG_2024,2024,AUGUST,T2,T2_0824_HEP_3,Macroinvert,Heptageniidae,0.981,7.09,9.51,37.01,-29.29,5.217400703
AUG_2024,2024,AUGUST,T2,T2_0824_HEP_4,Macroinvert,Heptageniidae,0.926,6.74,9.59,35.33,-29.52,5.245539979
AUG_2024,2024,AUGUST,T2,T2_0824_PRI_1,Macroinvert,Perlidae,1.077,9.83,11.65,47.93,-27.72,4.87442821
AUG_2024,2024,AUGUST,T2,T2_0824_PRI_2,Macroinvert,Perlidae,1.163,10.01,11.49,48.45,-27.49,4.839988308
AUG_2024,2024,AUGUST,T2,T2_0824_PRI_3,Macroinvert,Perlidae,1.03,10.20,11.78,49.14,-27.65,4.815714543
AUG_2024,2024,AUGUST,T2,T2_0824_PRI_4,Macroinvert,Perlidae,1.202,10.21,11.56,49.29,-27.81,4.829369022
AUG_2024,2024,AUGUST,T2,T2_0824_PRI_5,Macroinvert,Perlidae,0.967,9.50,11.46,46.06,-27.71,4.845657493
AUG_2024,2024,AUGUST,T2,T2_0824_BAE_1,Macroinvert,Baetidae,1.065,5.43,9.86,27.15,-25.93,5.004557179
AUG_2024,2024,AUGUST,T2,T2_0824_BAE_2,Macroinvert,Baetidae,1.074,6.70,9.97,34.45,-26.18,5.142715934
AUG_2024,2024,AUGUST,T2,T2_0824_TIP_1,Macroinvert,Tipulidae,1.076,8.90,8.78,46.45,-26.32,5.222009473
AUG_2024,2024,AUGUST,T2,T2_0824_TIP_2,Macroinvert,Tipulidae,1.003,8.84,8.77,45.64,-26.15,5.165794392
AUG_2024,2024,AUGUST,T2,T2_0824_CHI_1,Macroinvert,Chironomidae,0.969,5.41,8.48,29.29,-25.15,5.411356995
AUG_2024,2024,AUGUST,T2,T2_0824_SIM_1,Macroinvert,Simuliidae,0.977,8.42,10.58,36.69,-25.47,4.359319101
AUG_2024,2024,AUGUST,T2,T2_0824_SIM_2,Macroinvert,Simuliidae,1.168,8.33,10.59,36.93,-25.46,4.434233287
AUG_2024,2024,AUGUST,T2,T2_0824_SIM_3,Macroinvert,Simuliidae,1.065,8.35,10.40,36.78,-25.50,4.406255155
AUG_2024,2024,AUGUST,T2,T2_0824_MIS_1,Macroinvert,Misc.,1.146,9.34,11.46,43.82,-24.10,4.693351137
AUG_2024,2024,AUGUST,T2,T2_0824_MIS_2,Macroinvert,Misc.,0.94,8.58,11.54,40.23,-24.40,4.686417167
AUG_2024,2024,AUGUST,T2,T2_0824_MIS_3,Macroinvert,Misc.,1.071,7.33,11.91,38.89,-25.11,5.306146905
AUG_2024,2024,AUGUST,T2,T2_0824_LPP_1,Macroinvert,Leptophlebiidae,0.897,9.39,10.16,48.54,-29.21,5.167547318
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_EPH_1,Macroinvert,Ephemerllidae,1.069,8.86,8.97,47.85,-31.78,5.399980002
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_EPH_2,Macroinvert,Ephemerllidae,0.832,9.65,7.81,42.76,-26.39,4.430109683
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_EPH_3,Macroinvert,Ephemerllidae,0.967,8.18,8.32,38.69,-25.86,4.728576847
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_BRA_1,Macroinvert,Brachycentridae,1.034,7.89,9.30,47.31,-30.16,5.998035137
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_BRA_2,Macroinvert,Brachycentridae,1.093,7.55,8.72,46.89,-29.35,6.207687318
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_BRA_3,Macroinvert,Brachycentridae,1.19,8.23,9.01,48.65,-30.26,5.909838595
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_BRA_4,Macroinvert,Brachycentridae,0.896,7.79,9.53,46.14,-30.47,5.921694023
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_HDO_1,Macroinvert,Hydropsychidae,0.888,9.81,9.83,42.40,-27.72,4.324347608
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_HDO_2,Macroinvert,Hydropsychidae,0.927,9.50,9.86,41.30,-27.40,4.345000944
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_HDO_3,Macroinvert,Hydropsychidae,0.95,11.26,10.08,47.95,-27.87,4.256708726
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_COM_1,Macroinvert,Composite,0.955,9.75,9.17,45.51,-26.88,4.665963474
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_COM_2,Macroinvert,Composite,0.99,7.38,8.54,40.05,-27.20,5.426690054
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_COM_3,Macroinvert,Composite,0.863,4.86,7.00,34.02,-27.05,6.993232813
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_COM_4,Macroinvert,Composite,0.855,8.73,8.32,44.90,-26.99,5.142931698
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_COM_5,Macroinvert,Composite,0.965,8.45,9.10,42.71,-27.06,5.05478497
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_GLO_1,Macroinvert,Glossosomatidae,0.887,8.22,6.85,49.94,-24.33,6.0762396
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_BAE_1,Macroinvert,Baetidae,0.83,8.23,8.89,47.21,-28.49,5.738210153
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_RHY_1,Macroinvert,Rhyacophilidae,0.997,10.09,10.16,49.83,-26.20,4.937429956
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_LPS_1,Macroinvert,Lepidostomatidae,1.167,8.31,9.47,43.96,-25.71,5.292021278
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_TIP_1,Macroinvert,Tipulidae,1.14,7.40,7.24,30.63,-26.58,4.140213939
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_TIP_2,Macroinvert,Tipulidae,0.848,7.07,9.03,41.33,-27.14,5.843216949
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_MIS_1,Macroinvert,Misc.,1.003,8.31,7.17,42.79,-25.03,5.151772229
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_PRO_1,Macroinvert,Perlodidae,1.065,9.45,7.93,40.92,-27.25,4.328287271
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_PRO_2,Macroinvert,Perlodidae,0.944,9.87,9.23,46.40,-26.24,4.703693463
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_WRM_1,Macroinvert,Worm,0.935,7.79,7.91,37.29,-26.49,4.78442277
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_PRI_1,Macroinvert,Perlidae,1.19,10.81,11.64,46.72,-25.36,4.320561133
OCT_2024,2024,OCTOBER,C1.5,C1.5_1024_CHI_1,Macroinvert,Chironomidae,0.944,8.56,7.21,44.63,-24.93,5.215836126
OCT_2024,2024,OCTOBER,T2,T2_1024_HDO_1,Macroinvert,Hydropsychidae,0.831,9.56,10.02,41.26,-27.01,4.316941913
OCT_2024,2024,OCTOBER,T2,T2_1024_HDO_2,Macroinvert,Hydropsychidae,0.949,9.35,8.90,43.44,-26.34,4.644142059
OCT_2024,2024,OCTOBER,T2,T2_1024_HDO_3,Macroinvert,Hydropsychidae,0.924,9.14,9.12,42.67,-26.72,4.670782984
OCT_2024,2024,OCTOBER,T2,T2_1024_HDO_4,Macroinvert,Hydropsychidae,1.091,10.15,9.10,44.83,-25.93,4.416408953
OCT_2024,2024,OCTOBER,T2,T2_1024_EPH_1,Macroinvert,Ephemerllidae,0.922,8.27,7.29,38.74,-23.35,4.686580176
OCT_2024,2024,OCTOBER,T2,T2_1024_EPH_2,Macroinvert,Ephemerllidae,1.023,7.99,7.04,40.23,-22.37,5.034295406
OCT_2024,2024,OCTOBER,T2,T2_1024_EPH_3,Macroinvert,Ephemerllidae,0.885,8.61,7.04,41.98,-21.36,4.874136718
OCT_2024,2024,OCTOBER,T2,T2_1024_COM_1,Macroinvert,Composite,1.066,7.24,4.53,47.11,-26.38,6.510070674
OCT_2024,2024,OCTOBER,T2,T2_1024_COM_2,Macroinvert,Composite,0.967,8.86,4.18,52.93,-26.23,5.971390523
OCT_2024,2024,OCTOBER,T2,T2_1024_COM_3,Macroinvert,Composite,0.992,9.96,4.49,50.74,-26.26,5.095196862
OCT_2024,2024,OCTOBER,T2,T2_1024_COM_4,Macroinvert,Composite,1.095,10.10,4.26,49.08,-26.06,4.862006946
OCT_2024,2024,OCTOBER,T2,T2_1024_COM_5,Macroinvert,Composite,0.971,8.56,5.06,54.08,-26.69,6.316999509
OCT_2024,2024,OCTOBER,T2,T2_1024_BRA_1,Macroinvert,Brachycentridae,1026,0.01,8.20,0.05,-27.49,6.340145795
OCT_2024,2024,OCTOBER,T2,T2_1024_BRA_2,Macroinvert,Brachycentridae,1,7.91,8.16,46.36,-28.21,5.86188154
OCT_2024,2024,OCTOBER,T2,T2_1024_GLO_1,Macroinvert,Glossosomatidae,1.208,8.74,7.15,52.13,-20.96,5.964380841
OCT_2024,2024,OCTOBER,T2,T2_1024_GLO_2,Macroinvert,Glossosomatidae,1.027,8.59,6.74,47.78,-22.72,5.560547978
OCT_2024,2024,OCTOBER,T2,T2_1024_GLO_3,Macroinvert,Glossosomatidae,0.982,4.85,6.97,29.55,-20.87,6.092758596
OCT_2024,2024,OCTOBER,T2,T2_1024_HEP_1,Macroinvert,Heptageniidae,1.093,8.55,8.01,47.73,-30.43,5.583028123
OCT_2024,2024,OCTOBER,T2,T2_1024_HEP_2,Macroinvert,Heptageniidae,0.901,8.18,9.79,51.48,-29.25,6.290342751
OCT_2024,2024,OCTOBER,T2,T2_1024_CHI_1,Macroinvert,Chironomidae,0.934,8.72,8.91,51.64,-24.66,5.924674524
OCT_2024,2024,OCTOBER,T2,T2_1024_CHI_2,Macroinvert,Chironomidae,1.147,8.81,7.64,47.51,-22.37,5.395021091
OCT_2024,2024,OCTOBER,T2,T2_1024_RHY_1,Macroinvert,Rhyacophilidae,1.176,8.80,9.38,46.76,-24.48,5.312690244
OCT_2024,2024,OCTOBER,T2,T2_1024_BAE_1,Macroinvert,Baetidae,0.945,8.56,8.40,49.03,-26.31,5.725131509
OCT_2024,2024,OCTOBER,T2,T2_1024_LEA_1,Macroinvert,Leach,1.163,10.66,11.29,46.65,-22.97,4.376824015
OCT_2024,2024,OCTOBER,T2,T2_1024_WRM_1,Macroinvert,Worm,1.021,6.95,7.25,31.19,-25.91,4.486678493
OCT_2024,2024,OCTOBER,T2,T2_1024_PRO_1,Macroinvert,Perlodidae,0.895,10.22,8.86,43.15,-26.61,4.22191666
MAY_2023,2023,MAY,C1.5,C1.5_0523_COM_1,Macroinvert,Composite,1.105,8.63,9.88,44.46,-26.67,5.149508332
MAY_2023,2023,MAY,C1.5,C1.5_0523_COM_2,Macroinvert,Composite,0.974,8.99,9.93,45.97,-26.56,5.115637209
MAY_2023,2023,MAY,C1.5,C1.5_0523_COM_3,Macroinvert,Composite,1.016,8.53,10.23,42.40,-26.17,4.971616679
MAY_2023,2023,MAY,C1.5,C1.5_0523_COM_4,Macroinvert,Composite,1.079,9.18,9.92,49.45,-26.61,5.387079927
MAY_2023,2023,MAY,C1.5,C1.5_0523_COM_5,Macroinvert,Composite,0.94,9.51,10.14,47.90,-26.38,5.038376347
MAY_2023,2023,MAY,C1.5,C1.5_0523_PRI_1,Macroinvert,Perlidae,1.189,12.19,10.62,46.33,-24.05,3.799525764
MAY_2023,2023,MAY,C1.5,C1.5_0523_PRI_2,Macroinvert,Perlidae,1.057,9.66,11.50,50.64,-24.01,5.242731007
MAY_2023,2023,MAY,C1.5,C1.5_0523_PRI_3,Macroinvert,Perlidae,1.168,10.39,12.34,51.51,-24.76,4.955932891
MAY_2023,2023,MAY,C1.5,C1.5_0523_HEP_1,Macroinvert,Heptageniidae,0.976,9.45,8.79,49.66,-26.28,5.257818223
MAY_2023,2023,MAY,C1.5,C1.5_0523_HEP_2,Macroinvert,Heptageniidae,0.948,9.70,8.82,49.34,-26.19,5.08512269
MAY_2023,2023,MAY,C1.5,C1.5_0523_SIM_1,Macroinvert,Simuliidae,1.088,10.33,8.48,45.07,-25.39,4.363078559
MAY_2023,2023,MAY,C1.5,C1.5_0523_SIM_2,Macroinvert,Simuliidae,0.887,10.64,8.46,44.53,-25.12,4.186260248
MAY_2023,2023,MAY,C1.5,C1.5_0523_LPP_1,Macroinvert,Leptophlebiidae,0.903,8.06,9.44,48.98,-25.01,6.078795554
MAY_2023,2023,MAY,C1.5,C1.5_0523_CHI_1,Macroinvert,Chironomidae,1.091,9.24,8.32,48.84,-23.64,5.287971158
MAY_2023,2023,MAY,C1.5,C1.5_0523_CHI_2,Macroinvert,Chironomidae,0.965,9.35,8.37,49.84,-23.42,5.333383817
MAY_2023,2023,MAY,C1.5,C1.5_0523_BAE_1,Macroinvert,Baetidae,1.119,9.51,8.76,51.34,-24.85,5.398783797
MAY_2023,2023,MAY,C1.5,C1.5_0523_BAE_2,Macroinvert,Baetidae,0.895,9.45,8.70,50.60,-24.93,5.352098514
MAY_2023,2023,MAY,C1.5,C1.5_0523_BAE_3,Macroinvert,Baetidae,1.053,9.52,8.67,52.13,-24.91,5.47647178
MAY_2023,2023,MAY,C1.5,C1.5_0523_EPH_1,Macroinvert,Ephemerellidae,0.992,9.43,8.22,47.23,-25.08,5.006514956
MAY_2023,2023,MAY,C1.5,C1.5_0523_EPH_2,Macroinvert,Ephemerellidae,1.185,9.62,8.20,46.40,-25.07,4.821676604
MAY_2023,2023,MAY,C1.5,C1.5_0523_EPH_3,Macroinvert,Ephemerellidae,0.904,9.58,8.16,47.39,-25.10,4.947274814
MAY_2023,2023,MAY,C1.5,C1.5_0523_EPH_4,Macroinvert,Ephemerellidae,1.027,9.41,8.19,44.65,-24.90,4.745497589
MAY_2023,2023,MAY,C1.5,C1.5_0523_EPH_5,Macroinvert,Ephemerellidae,1.034,9.61,8.23,47.05,-24.92,4.893929673
MAY_2023,2023,MAY,C1.5,C1.5_0523_HDO_1,Macroinvert,Hydropsychidae,0.942,10.40,10.23,46.64,-24.56,4.484569371
MAY_2023,2023,MAY,C1.5,C1.5_0523_HDO_2,Macroinvert,Hydropsychidae,1.03,10.47,10.10,49.12,-24.48,4.693899611
MAY_2023,2023,MAY,C1.5,C1.5_0523_HDO_3,Macroinvert,Hydropsychidae,1.076,10.49,10.11,48.23,-24.62,4.598584761
MAY_2023,2023,MAY,C1.5,C1.5_0523_HDO_4,Macroinvert,Hydropsychidae,1.065,10.71,9.97,47.78,-24.46,4.4630422
MAY_2023,2023,MAY,C1.5,C1.5_0523_HDO_5,Macroinvert,Hydropsychidae,0.957,10.47,10.00,47.88,-24.56,4.574623801
MAY_2023,2023,MAY,C1.5,C1.5_0523_BRA_1,Macroinvert,Brachycentridae,1.058,8.93,8.23,49.89,-25.15,5.586004596
MAY_2023,2023,MAY,C1.5,C1.5_0523_BRA_2,Macroinvert,Brachycentridae,1.072,8.84,8.27,49.91,-25.34,5.643929459
MAY_2023,2023,MAY,C1.5,C1.5_0523_BRA_3,Macroinvert,Brachycentridae,0.975,8.88,8.35,50.53,-25.50,5.688676469
MAY_2023,2023,MAY,C1.5,C1.5_0523_BRA_4,Macroinvert,Brachycentridae,1.1,9.06,8.33,50.82,-25.43,5.60579366
MAY_2023,2023,MAY,C1.5,C1.5_0523_BRA_5,Macroinvert,Brachycentridae,0.889,8.81,8.33,50.24,-25.52,5.706062092
MAY_2023,2023,MAY,C1.5,C1.5_0523_WRM_1,Macroinvert,Worm,1.006,6.81,6.62,33.21,-26.26,4.875199679
MAY_2023,2023,MAY,C1.5,C1.5_0523_WRM_2,Macroinvert,Worm,0.901,7.51,6.73,35.84,-25.97,4.773596757
MAY_2023,2023,MAY,C1.5,C1.5_0523_WRM_3,Macroinvert,Worm,1.092,7.24,6.58,34.40,-25.92,4.749954899
